method,param,param_value,iteration,time,cuts,objectif
PL3,C,8,2,0.014660399,7,Inf
MCTS10,C,8,2,0.0292986,0,40.0
MCTS20,C,8,2,0.0639369,0,41.0
MCTS50,C,8,2,0.1613114,0,42.0
MCTS100,C,8,2,0.260938,0,42.0
MCTS200,C,8,2,2.2375028,0,42.0
MCTS500,C,8,2,1.545837501,0,42.0
PL1,C,8,3,3.198544399,0,62.0
PL2,C,8,3,15.4854436,61,66.0
PL3,C,8,3,0.0178272,7,Inf
MCTS10,C,8,3,0.0380571,0,58.0
MCTS20,C,8,3,0.066218,0,58.0
MCTS50,C,8,3,0.144341601,0,58.0
MCTS100,C,8,3,0.2699846,0,57.0
MCTS200,C,8,3,0.4845283,0,58.0
MCTS500,C,8,3,1.2148898,0,58.0
PL1,C,8,4,0.810271899,0,52.99999999999999
PL2,C,8,4,15.021376099,59,58.0
PL3,C,8,4,0.0183319,7,Inf
MCTS10,C,8,4,0.0321005,0,47.0
MCTS20,C,8,4,0.073558701,0,46.0
MCTS50,C,8,4,0.1679558,0,47.0
MCTS100,C,8,4,0.3337683,0,48.0
MCTS200,C,8,4,0.6049292,0,48.0
MCTS500,C,8,4,1.3528648,0,46.0
PL1,C,8,5,0.909244699,0,58.0
PL2,C,8,5,15.5242409,62,62.0
PL3,C,8,5,0.0167777,7,Inf
MCTS10,C,8,5,0.029305801,0,45.0
MCTS20,C,8,5,0.0733091,0,48.0
MCTS50,C,8,5,0.163858601,0,47.0
MCTS100,C,8,5,0.271913701,0,45.0
MCTS200,C,8,5,0.5603943,0,45.0
MCTS500,C,8,5,1.1816727,0,45.0
PL1,C,9,1,4.8870796,0,62.999999999999986
PL2,C,9,1,15.5918846,48,76.0
PL3,C,9,1,0.014869299,7,Inf
MCTS10,C,9,1,0.043347099,0,48.0
MCTS20,C,9,1,0.0869203,0,47.0
MCTS50,C,9,1,0.2157834,0,49.0
MCTS100,C,9,1,0.3794428,0,48.0
MCTS200,C,9,1,0.987817901,0,50.0
MCTS500,C,9,1,1.7436196,0,48.0
PL1,C,9,2,1.673147701,0,58.0
PL2,C,9,2,15.542401499,50,67.0
PL3,C,9,2,0.0203251,7,Inf
MCTS10,C,9,2,0.0504495,0,39.0
MCTS20,C,9,2,0.117159199,0,46.0
MCTS50,C,9,2,0.275858,0,42.0
MCTS100,C,9,2,0.583859,0,42.0
MCTS200,C,9,2,0.7623531,0,48.0
MCTS500,C,9,2,1.7668318,0,43.0
PL1,C,9,3,2.8631958,0,58.0
PL2,C,9,3,15.0129576,46,69.0
PL3,C,9,3,0.018274301,7,Inf
MCTS10,C,9,3,0.0463603,0,46.0
MCTS20,C,9,3,0.0946392,0,45.0
MCTS50,C,9,3,0.1841894,0,49.0
MCTS100,C,9,3,0.3477629,0,44.0
MCTS200,C,9,3,0.6009052,0,46.0
MCTS500,C,9,3,1.5151895,0,46.0
PL1,C,9,4,3.1732585,0,55.0
PL2,C,9,4,15.469451299,52,63.0
PL3,C,9,4,0.0172925,7,Inf
MCTS10,C,9,4,0.0460274,0,39.0
MCTS20,C,9,4,0.09654,0,39.0
MCTS50,C,9,4,0.6904634,0,41.0
MCTS100,C,9,4,0.3227687,0,40.0
MCTS200,C,9,4,2.7178034,0,39.0
MCTS500,C,9,4,1.7417213,0,46.0
PL1,C,9,5,1.137572501,0,56.0
PL2,C,9,5,15.0152379,49,61.0
PL3,C,9,5,0.0175849,7,Inf
MCTS10,C,9,5,0.0470817,0,41.0
MCTS20,C,9,5,0.3478473,0,44.0
MCTS50,C,9,5,0.1908093,0,40.0
MCTS100,C,9,5,0.3588044,0,38.0
MCTS200,C,9,5,0.7837836,0,45.0
MCTS500,C,9,5,1.5496612,0,42.0
PL1,C,10,1,15.0207011,0,57.0
PL2,C,10,1,15.4779877,43,72.0
PL3,C,10,1,0.0159122,7,Inf
MCTS10,C,10,1,0.1226293,0,48.0
MCTS20,C,10,1,0.0769915,0,49.0
MCTS50,C,10,1,0.2099755,0,47.0
MCTS100,C,10,1,0.3599646,0,43.0
MCTS200,C,10,1,0.648750601,0,41.0
MCTS500,C,10,1,1.776565,0,44.0
PL1,C,10,2,7.3323346,0,60.0
PL2,C,10,2,15.3490901,45,71.0
PL3,C,10,2,0.017292599,7,Inf
MCTS10,C,10,2,0.0543802,0,48.0
MCTS20,C,10,2,0.0873235,0,38.0
MCTS50,C,10,2,0.207426199,0,46.0
MCTS100,C,10,2,0.385765699,0,43.0
MCTS200,C,10,2,0.729651,0,45.0
MCTS500,C,10,2,1.8175151,0,46.0
PL1,C,10,3,0.572741199,0,64.0
PL2,C,10,3,15.2161692,53,69.0
PL3,C,10,3,0.0187429,7,Inf
MCTS10,C,10,3,0.047176201,0,49.0
MCTS20,C,10,3,0.1072588,0,51.0
MCTS50,C,10,3,0.1768511,0,54.0
MCTS100,C,10,3,0.344794601,0,50.0
MCTS200,C,10,3,0.7463494,0,53.0
MCTS500,C,10,3,1.7082771,0,54.0
PL1,C,10,4,15.0295965,0,58.0
PL2,C,10,4,15.258733399,46,69.0
PL3,C,10,4,0.018745999,7,Inf
MCTS10,C,10,4,0.1316227,0,43.0
MCTS20,C,10,4,0.086336799,0,40.0
MCTS50,C,10,4,0.175049599,0,41.0
MCTS100,C,10,4,0.409746799,0,42.0
MCTS200,C,10,4,0.7478948,0,40.0
MCTS500,C,10,4,1.7367286,0,40.0
PL1,C,10,5,1.752960299,0,64.0
PL2,C,10,5,15.207965499,48,74.0
PL3,C,10,5,0.0171017,7,Inf
MCTS10,C,10,5,0.0637307,0,52.0
MCTS20,C,10,5,0.082962401,0,44.0
MCTS50,C,10,5,0.9852544,0,46.0
MCTS100,C,10,5,1.8779488,0,46.0
MCTS200,C,10,5,0.683012501,0,46.0
MCTS500,C,10,5,1.9924048,0,49.0
PL1,K,1,1,0.019121201,0,19.0
PL2,K,1,1,0.006908599,3,19.0
PL3,K,1,1,0.0164648,7,Inf
MCTS10,K,1,1,0.0005503,0,19.0
MCTS20,K,1,1,0.0008775,0,19.0
MCTS50,K,1,1,0.001824,0,19.0
MCTS100,K,1,1,0.003341001,0,19.0
MCTS200,K,1,1,0.006773799,0,19.0
MCTS500,K,1,1,0.017446599,0,19.0
PL1,K,1,2,0.0190948,0,15.0
PL2,K,1,2,0.0168256,4,15.0
PL3,K,1,2,0.018863301,7,Inf
MCTS10,K,1,2,0.0010151,0,15.0
MCTS20,K,1,2,0.0024206,0,15.0
MCTS50,K,1,2,0.002942699,0,13.0
MCTS100,K,1,2,0.0060069,0,15.0
MCTS200,K,1,2,0.0177051,0,15.0
MCTS500,K,1,2,0.0381431,0,15.0
PL1,K,1,3,0.0162157,0,17.0
PL2,K,1,3,0.013434499,5,17.0
PL3,K,1,3,0.0139167,7,Inf
MCTS10,K,1,3,0.0008784,0,16.0
MCTS20,K,1,3,0.0007334,0,15.0
MCTS50,K,1,3,0.0030662,0,16.0
MCTS100,K,1,3,0.0061906,0,16.0
MCTS200,K,1,3,0.021593501,0,16.0
MCTS500,K,1,3,0.0371246,0,16.0
PL1,K,1,4,0.0151444,0,15.0
PL2,K,1,4,0.007983,3,15.0
PL3,K,1,4,0.0149373,7,Inf
MCTS10,K,1,4,0.000481101,0,15.0
MCTS20,K,1,4,0.001286901,0,15.0
MCTS50,K,1,4,0.0029167,0,15.0
MCTS100,K,1,4,0.0051055,0,15.0
MCTS200,K,1,4,0.0091243,0,15.0
MCTS500,K,1,4,0.030557899,0,15.0
PL1,K,1,5,0.013449301,0,17.0
PL2,K,1,5,0.0110433,3,17.0
PL3,K,1,5,0.0148661,7,Inf
MCTS10,K,1,5,0.0005509,0,17.0
MCTS20,K,1,5,0.000883,0,17.0
MCTS50,K,1,5,0.001919001,0,17.0
MCTS100,K,1,5,0.0028991,0,17.0
MCTS200,K,1,5,0.005822001,0,17.0
MCTS500,K,1,5,0.0188525,0,17.0
PL1,K,3,1,0.0218993,0,19.0
PL2,K,3,1,0.0791439,12,19.0
PL3,K,3,1,0.015256999,7,Inf
MCTS10,K,3,1,0.0017697,0,16.0
MCTS20,K,3,1,0.004881301,0,17.0
MCTS50,K,3,1,0.161793,0,16.0
MCTS100,K,3,1,0.297191399,0,16.0
MCTS200,K,3,1,0.0501355,0,17.0
MCTS500,K,3,1,1.4519575,0,16.0
PL1,K,3,2,0.0157392,0,23.0
PL2,K,3,2,0.0560701,10,23.0
PL3,K,3,2,0.0162237,7,Inf
MCTS10,K,3,2,0.0027458,0,22.0
MCTS20,K,3,2,0.0055964,0,22.0
MCTS50,K,3,2,0.0159796,0,22.0
MCTS100,K,3,2,0.0334816,0,22.0
MCTS200,K,3,2,0.051894501,0,22.0
MCTS500,K,3,2,0.1276415,0,22.0
PL1,K,3,3,0.0176389,0,20.0
PL2,K,3,3,0.0746378,12,20.0
PL3,K,3,3,0.020727601,7,Inf
MCTS10,K,3,3,0.002126201,0,18.0
MCTS20,K,3,3,0.0038703,0,18.0
MCTS50,K,3,3,0.0071597,0,18.0
MCTS100,K,3,3,0.014512201,0,18.0
MCTS200,K,3,3,0.046831199,0,18.0
MCTS500,K,3,3,0.084030999,0,18.0
PL1,K,3,4,0.015674699,0,17.0
PL2,K,3,4,0.05661,11,17.000000000000004
PL3,K,3,4,0.015927001,7,Inf
MCTS10,K,3,4,0.0016844,0,15.0
MCTS20,K,3,4,0.0030776,0,15.0
MCTS50,K,3,4,0.1679486,0,15.0
MCTS100,K,3,4,0.2898904,0,15.0
MCTS200,K,3,4,0.0329806,0,15.0
MCTS500,K,3,4,0.0806628,0,15.0
PL1,K,3,5,0.0143582,0,28.0
PL2,K,3,5,0.0585092,10,28.0
PL3,K,3,5,0.015981,7,Inf
MCTS10,K,3,5,0.0026427,0,26.0
MCTS20,K,3,5,0.0030365,0,20.0
MCTS50,K,3,5,0.014383799,0,26.0
MCTS100,K,3,5,0.014721199,0,20.0
MCTS200,K,3,5,0.0412589,0,20.0
MCTS500,K,3,5,0.0834639,0,20.0
PL1,K,5,1,0.0284501,0,23.0
PL2,K,5,1,0.0935126,13,23.0
PL3,K,5,1,0.0165488,7,Inf
MCTS10,K,5,1,0.0038496,0,19.0
MCTS20,K,5,1,0.0065923,0,19.0
MCTS50,K,5,1,0.017649099,0,19.0
MCTS100,K,5,1,0.035244299,0,19.0
MCTS200,K,5,1,0.0660132,0,19.0
MCTS500,K,5,1,0.1466392,0,19.0
PL1,K,5,2,0.0403729,0,33.0
PL2,K,5,2,0.1692953,19,33.0
PL3,K,5,2,0.015192501,7,Inf
MCTS10,K,5,2,0.0046209,0,29.0
MCTS20,K,5,2,0.0073005,0,28.0
MCTS50,K,5,2,0.015297799,0,28.0
MCTS100,K,5,2,0.0508668,0,29.0
MCTS200,K,5,2,0.0781941,0,29.0
MCTS500,K,5,2,0.2040666,0,29.0
PL1,K,5,3,0.062351,0,26.999999999999993
PL2,K,5,3,0.2325243,22,27.0
PL3,K,5,3,0.0159788,7,Inf
MCTS10,K,5,3,0.003170701,0,24.0
MCTS20,K,5,3,0.005562501,0,24.0
MCTS50,K,5,3,0.0133618,0,24.0
MCTS100,K,5,3,0.0371401,0,24.0
MCTS200,K,5,3,0.0651435,0,24.0
MCTS500,K,5,3,0.154777699,0,24.0
PL1,K,5,4,0.037256099,0,23.0
PL2,K,5,4,0.2548757,23,23.0
PL3,K,5,4,0.016454201,7,Inf
MCTS10,K,5,4,0.0029607,0,16.0
MCTS20,K,5,4,0.0731109,0,16.0
MCTS50,K,5,4,0.157331701,0,16.0
MCTS100,K,5,4,0.2912684,0,16.0
MCTS200,K,5,4,0.587752201,0,16.0
MCTS500,K,5,4,1.5133774,0,16.0
PL1,K,5,5,0.0157667,0,29.0
PL2,K,5,5,0.0647314,11,29.0
PL3,K,5,5,0.0162046,7,Inf
MCTS10,K,5,5,0.007639,0,27.0
MCTS20,K,5,5,0.0054987,0,23.0
MCTS50,K,5,5,0.0171229,0,27.0
MCTS100,K,5,5,0.044164801,0,27.0
MCTS200,K,5,5,0.0751139,0,27.0
MCTS500,K,5,5,0.179443,0,27.0
PL1,K,7,1,0.047185,0,31.0
PL2,K,7,1,0.375951401,26,31.0
PL3,K,7,1,0.013605701,7,Inf
MCTS10,K,7,1,0.004873899,0,28.0
MCTS20,K,7,1,0.008035701,0,28.0
MCTS50,K,7,1,0.0261457,0,28.0
MCTS100,K,7,1,0.045416901,0,28.0
MCTS200,K,7,1,0.0906455,0,28.0
MCTS500,K,7,1,0.2210386,0,28.0
PL1,K,7,2,0.1205001,0,33.0
PL2,K,7,2,0.678552201,35,33.0
PL3,K,7,2,0.014530499,7,Inf
MCTS10,K,7,2,0.0049785,0,27.0
MCTS20,K,7,2,0.0709244,0,27.0
MCTS50,K,7,2,0.024167,0,27.0
MCTS100,K,7,2,0.0415705,0,27.0
MCTS200,K,7,2,0.6189477,0,27.0
MCTS500,K,7,2,0.4078935,0,29.0
PL1,K,7,3,0.043522401,0,28.0
PL2,K,7,3,0.311023101,27,28.0
PL3,K,7,3,0.0164288,7,Inf
MCTS10,K,7,3,0.0050685,0,24.0
MCTS20,K,7,3,0.0080099,0,24.0
MCTS50,K,7,3,0.1666616,0,24.0
MCTS100,K,7,3,0.0460827,0,24.0
MCTS200,K,7,3,0.613408599,0,24.0
MCTS500,K,7,3,0.2250109,0,24.0
PL1,K,7,4,0.043576201,0,30.0
PL2,K,7,4,0.732631699,43,30.0
PL3,K,7,4,0.0148764,7,Inf
MCTS10,K,7,4,0.0049063,0,22.0
MCTS20,K,7,4,0.0144051,0,22.0
MCTS50,K,7,4,0.029219,0,22.0
MCTS100,K,7,4,0.0739682,0,24.0
MCTS200,K,7,4,0.1284581,0,24.0
MCTS500,K,7,4,0.3276128,0,24.0
PL1,K,7,5,0.0391154,0,29.0
PL2,K,7,5,0.3063422,26,29.0
PL3,K,7,5,0.015445899,7,Inf
MCTS10,K,7,5,0.0091532,0,26.0
MCTS20,K,7,5,0.008191099,0,26.0
MCTS50,K,7,5,0.0208418,0,26.0
MCTS100,K,7,5,0.0565655,0,26.0
MCTS200,K,7,5,0.0933227,0,26.0
MCTS500,K,7,5,0.2219172,0,26.0
PL1,K,9,1,0.073005999,0,30.0
PL2,K,9,1,1.2306824,44,30.0
PL3,K,9,1,0.0147935,7,Inf
MCTS10,K,9,1,0.006479799,0,24.0
MCTS20,K,9,1,0.0125743,0,24.0
MCTS50,K,9,1,0.041380301,0,24.0
MCTS100,K,9,1,0.0780491,0,24.0
MCTS200,K,9,1,0.1339615,0,24.0
MCTS500,K,9,1,0.331384001,0,24.0
PL1,K,9,2,0.0589641,0,36.0
PL2,K,9,2,0.519147501,33,36.0
PL3,K,9,2,0.015408099,7,Inf
MCTS10,K,9,2,0.008560001,0,29.0
MCTS20,K,9,2,0.0116329,0,32.0
MCTS50,K,9,2,0.035341899,0,32.0
MCTS100,K,9,2,0.063692,0,32.0
MCTS200,K,9,2,0.125103201,0,32.0
MCTS500,K,9,2,0.2886032,0,32.0
PL1,K,9,3,0.0585746,0,34.0
PL2,K,9,3,0.729277701,31,34.0
PL3,K,9,3,0.014902,7,Inf
MCTS10,K,9,3,0.0055943,0,26.0
MCTS20,K,9,3,0.015846,0,26.0
MCTS50,K,9,3,0.0457247,0,28.0
MCTS100,K,9,3,0.0653267,0,26.0
MCTS200,K,9,3,0.113748101,0,26.0
MCTS500,K,9,3,0.3012167,0,26.0
PL1,K,9,4,0.0175982,0,47.0
PL2,K,9,4,0.195158701,19,47.0
PL3,K,9,4,0.014665799,7,Inf
MCTS10,K,9,4,0.0061701,0,40.0
MCTS20,K,9,4,0.01333,0,28.0
MCTS50,K,9,4,0.0364847,0,40.0
MCTS100,K,9,4,0.091622599,0,40.0
MCTS200,K,9,4,0.1835104,0,40.0
MCTS500,K,9,4,0.4576806,0,40.0
PL1,K,9,5,0.0377332,0,33.0
PL2,K,9,5,0.663696,30,33.0
PL3,K,9,5,0.0144571,7,Inf
MCTS10,K,9,5,0.0063788,0,24.0
MCTS20,K,9,5,0.011157001,0,23.0
MCTS50,K,9,5,0.0529753,0,25.0
MCTS100,K,9,5,0.321692101,0,23.0
MCTS200,K,9,5,0.1587951,0,25.0
MCTS500,K,9,5,1.6451204,0,25.0
PL1,K,11,1,0.031522999,0,35.0
PL2,K,11,1,0.2997271,24,35.0
PL3,K,11,1,0.0152401,7,Inf
MCTS10,K,11,1,0.0091201,0,31.0
MCTS20,K,11,1,0.014101999,0,28.0
MCTS50,K,11,1,0.0501851,0,28.0
MCTS100,K,11,1,0.0803321,0,31.0
MCTS200,K,11,1,0.1621814,0,31.0
MCTS500,K,11,1,0.4182241,0,31.0
PL1,K,11,2,0.1068479,0,32.0
PL2,K,11,2,1.0553204,46,32.0
PL3,K,11,2,0.015449301,7,Inf
MCTS10,K,11,2,0.007607799,0,26.0
MCTS20,K,11,2,0.019522999,0,26.0
MCTS50,K,11,2,0.0526846,0,27.0
MCTS100,K,11,2,0.341023401,0,26.0
MCTS200,K,11,2,0.1505067,0,25.0
MCTS500,K,11,2,0.409016001,0,26.0
PL1,K,11,3,0.083286,0,35.0
PL2,K,11,3,1.0543734,41,35.0
PL3,K,11,3,0.015514701,7,Inf
MCTS10,K,11,3,0.0079881,0,27.0
MCTS20,K,11,3,0.022556399,0,27.0
MCTS50,K,11,3,0.0435105,0,29.0
MCTS100,K,11,3,0.0718903,0,27.0
MCTS200,K,11,3,0.141645,0,27.0
MCTS500,K,11,3,0.3724329,0,27.0
PL1,K,11,4,0.049989501,0,35.0
PL2,K,11,4,1.0156971,47,35.0
PL3,K,11,4,0.0144671,7,Inf
MCTS10,K,11,4,0.0106233,0,28.0
MCTS20,K,11,4,0.025265999,0,27.0
MCTS50,K,11,4,0.0473689,0,27.0
MCTS100,K,11,4,0.0890474,0,27.0
MCTS200,K,11,4,0.686935799,0,27.0
MCTS500,K,11,4,0.5647481,0,28.0
PL1,K,11,5,0.0583022,0,41.0
PL2,K,11,5,1.1978473,40,41.0
PL3,K,11,5,0.015304,7,Inf
MCTS10,K,11,5,0.014737401,0,39.0
MCTS20,K,11,5,0.0239309,0,39.0
MCTS50,K,11,5,0.0627111,0,39.0
MCTS100,K,11,5,0.109289401,0,39.0
MCTS200,K,11,5,0.2306689,0,39.0
MCTS500,K,11,5,0.5614938,0,39.0
PL1,K,13,1,0.0771752,0,43.0
PL2,K,13,1,2.647999101,58,43.0
PL3,K,13,1,0.0152551,7,Inf
MCTS10,K,13,1,0.008878999,0,32.0
MCTS20,K,13,1,0.0266967,0,34.0
MCTS50,K,13,1,0.0478589,0,34.0
MCTS100,K,13,1,0.094716099,0,34.0
MCTS200,K,13,1,0.1884334,0,34.0
MCTS500,K,13,1,0.455674401,0,34.0
PL1,K,13,2,0.031320601,0,45.00000000000001
PL2,K,13,2,0.497333,27,45.0
PL3,K,13,2,0.0149609,7,Inf
MCTS10,K,13,2,0.009049099,0,38.0
MCTS20,K,13,2,0.0212136,0,38.0
MCTS50,K,13,2,0.0560907,0,38.0
MCTS100,K,13,2,0.099601299,0,38.0
MCTS200,K,13,2,0.179745099,0,38.0
MCTS500,K,13,2,0.4346856,0,38.0
PL1,K,13,3,0.0675255,0,40.0
PL2,K,13,3,2.473532,59,40.0
PL3,K,13,3,0.0174454,7,Inf
MCTS10,K,13,3,0.0121713,0,29.0
MCTS20,K,13,3,0.0298026,0,30.0
MCTS50,K,13,3,0.059494099,0,31.0
MCTS100,K,13,3,0.118672399,0,33.0
MCTS200,K,13,3,0.2374015,0,33.0
MCTS500,K,13,3,0.5537183,0,31.0
PL1,K,13,4,0.109016099,0,40.0
PL2,K,13,4,5.730309899,77,40.0
PL3,K,13,4,0.015391599,7,Inf
MCTS10,K,13,4,0.0082841,0,30.0
MCTS20,K,13,4,0.026835199,0,30.0
MCTS50,K,13,4,0.1766916,0,30.0
MCTS100,K,13,4,0.3328844,0,30.0
MCTS200,K,13,4,0.1834972,0,30.0
MCTS500,K,13,4,0.440292501,0,30.0
PL1,K,13,5,0.0813138,0,44.0
PL2,K,13,5,2.1041672,50,44.0
PL3,K,13,5,0.018458,7,Inf
MCTS10,K,13,5,0.0173102,0,33.0
MCTS20,K,13,5,0.0217072,0,35.0
MCTS50,K,13,5,0.0723304,0,33.0
MCTS100,K,13,5,0.1124303,0,27.0
MCTS200,K,13,5,0.2274618,0,35.0
MCTS500,K,13,5,0.558819001,0,31.0
PL1,K,15,1,0.0787598,0,42.0
PL2,K,15,1,3.200092399,64,42.0
PL3,K,15,1,0.016552799,7,Inf
MCTS10,K,15,1,0.0192439,0,33.0
MCTS20,K,15,1,0.0280754,0,31.0
MCTS50,K,15,1,0.070922999,0,31.0
MCTS100,K,15,1,0.1215599,0,31.0
MCTS200,K,15,1,0.2623529,0,30.0
MCTS500,K,15,1,0.5535034,0,31.0
PL1,K,15,2,0.526609,0,38.0
PL2,K,15,2,15.4056464,106,39.0
PL3,K,15,2,0.022283,7,Inf
MCTS10,K,15,2,0.013519401,0,29.0
MCTS20,K,15,2,0.0337907,0,28.0
MCTS50,K,15,2,0.0726781,0,33.0
MCTS100,K,15,2,0.1298678,0,29.0
MCTS200,K,15,2,0.253588699,0,29.0
MCTS500,K,15,2,0.5486345,0,33.0
PL1,K,15,3,0.249588,0,40.0
PL2,K,15,3,9.675011099,88,40.0
PL3,K,15,3,0.0187975,7,Inf
MCTS10,K,15,3,0.018569099,0,36.0
MCTS20,K,15,3,0.0331298,0,35.0
MCTS50,K,15,3,0.0626611,0,36.0
MCTS100,K,15,3,0.119200199,0,36.0
MCTS200,K,15,3,0.237960599,0,36.0
MCTS500,K,15,3,0.5939312,0,36.0
PL1,K,15,4,0.0838995,0,43.0
PL2,K,15,4,0.659805199,31,43.0
PL3,K,15,4,0.0156553,7,Inf
MCTS10,K,15,4,0.013574199,0,29.0
MCTS20,K,15,4,0.020911699,0,34.0
MCTS50,K,15,4,0.0700995,0,33.0
MCTS100,K,15,4,0.116332901,0,30.0
MCTS200,K,15,4,0.2102473,0,30.0
MCTS500,K,15,4,0.5259747,0,30.0
PL1,K,15,5,0.0918469,0,42.99999999999999
PL2,K,15,5,2.0478181,58,43.0
PL3,K,15,5,0.0134507,7,Inf
MCTS10,K,15,5,0.010632201,0,34.0
MCTS20,K,15,5,0.0277583,0,34.0
MCTS50,K,15,5,0.070392401,0,35.0
MCTS100,K,15,5,0.114244,0,35.0
MCTS200,K,15,5,0.2267479,0,35.0
MCTS500,K,15,5,0.5808407,0,35.0
PL1,K,17,1,0.1113859,0,41.0
PL2,K,17,1,0.6221395,46,41.0
PL3,K,17,1,0.014711,7,Inf
MCTS10,K,17,1,0.01167,0,37.0
MCTS20,K,17,1,0.032103301,0,39.0
MCTS50,K,17,1,0.0630298,0,39.0
MCTS100,K,17,1,0.117392701,0,39.0
MCTS200,K,17,1,0.2621262,0,40.0
MCTS500,K,17,1,0.6474209,0,40.0
PL1,K,17,2,0.049569899,0,41.0
PL2,K,17,2,1.362748099,42,41.0
PL3,K,17,2,0.0157693,7,Inf
MCTS10,K,17,2,0.0123892,0,29.0
MCTS20,K,17,2,0.0270995,0,28.0
MCTS50,K,17,2,0.0664529,0,28.0
MCTS100,K,17,2,0.1229558,0,29.0
MCTS200,K,17,2,0.2467473,0,29.0
MCTS500,K,17,2,0.624308401,0,32.0
PL1,K,17,3,0.088646501,0,36.0
PL2,K,17,3,2.104870399,51,36.0
PL3,K,17,3,0.0190114,7,Inf
MCTS10,K,17,3,0.019709699,0,27.0
MCTS20,K,17,3,0.0398183,0,27.0
MCTS50,K,17,3,0.0846946,0,29.0
MCTS100,K,17,3,0.2211543,0,26.0
MCTS200,K,17,3,0.541318,0,29.0
MCTS500,K,17,3,1.3244721,0,29.0
PL1,K,17,4,0.082106001,0,42.00000000000001
PL2,K,17,4,0.9044715,59,42.0
PL3,K,17,4,0.0134609,7,Inf
MCTS10,K,17,4,0.0193658,0,33.0
MCTS20,K,17,4,0.0347323,0,34.0
MCTS50,K,17,4,0.0616385,0,35.0
MCTS100,K,17,4,0.143309,0,36.0
MCTS200,K,17,4,0.2565163,0,33.0
MCTS500,K,17,4,0.6619124,0,36.0
PL1,K,17,5,0.2238827,0,37.0
PL2,K,17,5,2.9637658,84,37.0
PL3,K,17,5,0.018138399,7,Inf
MCTS10,K,17,5,0.015689401,0,32.0
MCTS20,K,17,5,0.035987701,0,30.0
MCTS50,K,17,5,0.1947207,0,31.0
MCTS100,K,17,5,0.1546043,0,30.0
MCTS200,K,17,5,0.3191355,0,31.0
MCTS500,K,17,5,0.708220601,0,32.0
PL1,K,19,1,0.1811571,0,43.0
PL2,K,19,1,7.012821399,83,43.0
PL3,K,19,1,0.0197962,7,Inf
MCTS10,K,19,1,0.013272,0,33.0
MCTS20,K,19,1,0.0334744,0,40.0
MCTS50,K,19,1,0.0828415,0,38.0
MCTS100,K,19,1,0.134622201,0,32.0
MCTS200,K,19,1,0.278564999,0,33.0
MCTS500,K,19,1,0.7003725,0,33.0
PL1,K,19,2,0.1606993,0,45.0
PL2,K,19,2,2.7678841,56,45.0
PL3,K,19,2,0.0194598,7,Inf
MCTS10,K,19,2,0.0190267,0,33.0
MCTS20,K,19,2,0.0429135,0,35.0
MCTS50,K,19,2,0.0865331,0,33.0
MCTS100,K,19,2,0.1634216,0,34.0
MCTS200,K,19,2,0.3184491,0,36.0
MCTS500,K,19,2,0.6505334,0,33.0
PL1,K,19,3,0.184761501,0,49.0
PL2,K,19,3,5.3113845,63,49.0
PL3,K,19,3,0.016582,7,Inf
MCTS10,K,19,3,0.0217197,0,37.0
MCTS20,K,19,3,0.0387305,0,41.0
MCTS50,K,19,3,0.0922946,0,43.0
MCTS100,K,19,3,0.181780501,0,41.0
MCTS200,K,19,3,0.359959499,0,43.0
MCTS500,K,19,3,0.9176778,0,47.0
PL1,K,19,4,0.153223899,0,43.0
PL2,K,19,4,1.277272201,42,43.0
PL3,K,19,4,0.0149105,7,Inf
MCTS10,K,19,4,0.015905201,0,37.0
MCTS20,K,19,4,0.032895001,0,38.0
MCTS50,K,19,4,0.0770597,0,38.0
MCTS100,K,19,4,0.1299236,0,37.0
MCTS200,K,19,4,0.2846795,0,38.0
MCTS500,K,19,4,0.6969636,0,37.0
PL1,K,19,5,0.2424475,0,41.0
PL2,K,19,5,15.175313401,88,41.0
PL3,K,19,5,0.0193694,7,Inf
MCTS10,K,19,5,0.0174247,0,30.0
MCTS20,K,19,5,0.037910301,0,30.0
MCTS50,K,19,5,0.0899315,0,29.0
MCTS100,K,19,5,0.166000801,0,30.0
MCTS200,K,19,5,0.336346,0,29.0
MCTS500,K,19,5,0.7658706,0,30.0
PL1,K,21,1,0.0320073,0,48.0
PL2,K,21,1,0.3116443,26,48.0
PL3,K,21,1,0.0168546,7,Inf
MCTS10,K,21,1,0.0202033,0,39.0
MCTS20,K,21,1,0.033139499,0,36.0
MCTS50,K,21,1,0.0759266,0,36.0
MCTS100,K,21,1,0.1505459,0,40.0
MCTS200,K,21,1,0.2856115,0,36.0
MCTS500,K,21,1,0.748802999,0,40.0
PL1,K,21,2,0.4384213,0,48.000000000000014
PL2,K,21,2,3.0435418,79,48.0
PL3,K,21,2,0.0137424,7,Inf
MCTS10,K,21,2,0.0275261,0,45.0
MCTS20,K,21,2,0.040553,0,38.0
MCTS50,K,21,2,0.081084401,0,43.0
MCTS100,K,21,2,0.1521342,0,40.0
MCTS200,K,21,2,0.3184162,0,41.0
MCTS500,K,21,2,0.7808472,0,41.0
PL1,K,21,3,0.5871544,0,42.0
PL2,K,21,3,15.0269031,107,44.0
PL3,K,21,3,0.0229646,7,Inf
MCTS10,K,21,3,0.021199499,0,35.0
MCTS20,K,21,3,0.0591671,0,37.0
MCTS50,K,21,3,0.1097948,0,34.0
MCTS100,K,21,3,0.1721559,0,32.0
