method,param,param_value,iteration,time,cuts,objectif
PL1,C,5,2,0.2144234,0,50.0
MCTS0_10,C,5,2,0.0308131,0,27.0
MCTS10,C,5,2,0.015529201,0,44.0
MCTS0_20,C,5,2,0.0880276,0,26.0
MCTS20,C,5,2,0.027857701,0,41.0
MCTS0_50,C,5,2,0.1635242,0,25.0
MCTS50,C,5,2,0.078728001,0,42.0
MCTS0_100,C,5,2,0.317245599,0,30.0
MCTS100,C,5,2,0.154755601,0,41.0
MCTS0_200,C,5,2,1.270789601,0,37.0
MCTS200,C,5,2,0.2953922,0,42.0
PL1,C,5,3,0.1316195,0,45.0
MCTS0_10,C,5,3,0.024792899,0,19.0
MCTS10,C,5,3,0.018451101,0,37.0
MCTS0_20,C,5,3,0.072463101,0,21.0
MCTS20,C,5,3,0.032212101,0,36.0
MCTS0_50,C,5,3,0.1648876,0,23.0
MCTS50,C,5,3,0.131522401,0,37.0
MCTS0_100,C,5,3,0.5560273,0,25.0
MCTS100,C,5,3,0.161915899,0,36.0
MCTS0_200,C,5,3,1.1641334,0,31.0
MCTS200,C,5,3,0.380285599,0,36.0
PL1,C,5,4,0.051336199,0,45.0
MCTS0_10,C,5,4,0.0337409,0,19.0
MCTS10,C,5,4,0.0288608,0,43.0
MCTS0_20,C,5,4,0.063588701,0,23.0
MCTS20,C,5,4,0.034334101,0,36.0
MCTS0_50,C,5,4,0.130011499,0,24.0
MCTS50,C,5,4,0.1135341,0,40.0
MCTS0_100,C,5,4,0.471113001,0,24.0
MCTS100,C,5,4,0.1647656,0,40.0
MCTS0_200,C,5,4,1.3784765,0,27.0
MCTS200,C,5,4,0.379972399,0,40.0
PL1,C,5,5,0.244482301,0,39.99999999999999
MCTS0_10,C,5,5,0.0369452,0,25.0
MCTS10,C,5,5,0.014694799,0,33.0
MCTS0_20,C,5,5,0.0821437,0,23.0
MCTS20,C,5,5,0.035104801,0,33.0
MCTS0_50,C,5,5,0.241174001,0,24.0
MCTS50,C,5,5,0.0857849,0,33.0
MCTS0_100,C,5,5,0.573209799,0,26.0
MCTS100,C,5,5,0.172749799,0,34.0
MCTS0_200,C,5,5,1.2305458,0,26.0
MCTS200,C,5,5,0.3292757,0,34.0
PL1,C,6,1,0.5587991,0,50.0
MCTS0_10,C,6,1,0.0542392,0,19.0
MCTS10,C,6,1,0.0201967,0,44.0
MCTS0_20,C,6,1,0.0786283,0,28.0
MCTS20,C,6,1,0.044969401,0,39.0
MCTS0_50,C,6,1,0.327338,0,24.0
MCTS50,C,6,1,0.1219882,0,39.0
MCTS0_100,C,6,1,0.946609301,0,28.0
MCTS100,C,6,1,0.227818,0,42.0
MCTS0_200,C,6,1,1.9619074,0,32.0
MCTS200,C,6,1,0.3831258,0,39.0
PL1,C,6,2,0.233308699,0,46.0
MCTS0_10,C,6,2,0.0408366,0,25.0
MCTS10,C,6,2,0.0262842,0,29.0
MCTS0_20,C,6,2,0.120803,0,23.0
MCTS20,C,6,2,0.0607493,0,32.0
MCTS0_50,C,6,2,0.2588844,0,23.0
MCTS50,C,6,2,0.1215919,0,33.0
MCTS0_100,C,6,2,0.5049158,0,25.0
MCTS100,C,6,2,0.7704176,0,32.0
MCTS0_200,C,6,2,1.319097801,0,23.0
MCTS200,C,6,2,0.4336854,0,32.0
PL1,C,6,3,0.215535501,0,52.0
MCTS0_10,C,6,3,0.0322703,0,22.0
MCTS10,C,6,3,0.0181027,0,43.0
MCTS0_20,C,6,3,0.085968599,0,30.0
MCTS20,C,6,3,0.041541099,0,42.0
MCTS0_50,C,6,3,0.3114071,0,26.0
MCTS50,C,6,3,0.3512447,0,41.0
MCTS0_100,C,6,3,0.4341754,0,30.0
MCTS100,C,6,3,0.219335701,0,41.0
MCTS0_200,C,6,3,1.6819504,0,39.0
MCTS200,C,6,3,0.4040097,0,41.0
PL1,C,6,4,0.496477901,0,38.99999999999999
MCTS0_10,C,6,4,0.035960001,0,21.0
MCTS10,C,6,4,0.02351,0,32.0
MCTS0_20,C,6,4,0.0871524,0,18.0
MCTS20,C,6,4,0.038052001,0,32.0
MCTS0_50,C,6,4,0.3664626,0,25.0
MCTS50,C,6,4,0.127650999,0,34.0
MCTS0_100,C,6,4,0.584151999,0,23.0
MCTS100,C,6,4,0.243394,0,31.0
MCTS0_200,C,6,4,1.682313799,0,27.0
MCTS200,C,6,4,0.552029901,0,32.0
PL1,C,6,5,0.1721958,0,46.0
MCTS0_10,C,6,5,0.0405081,0,24.0
MCTS10,C,6,5,0.0204561,0,37.0
MCTS0_20,C,6,5,0.070592201,0,20.0
MCTS20,C,6,5,0.063379,0,35.0
MCTS0_50,C,6,5,0.278755199,0,26.0
MCTS50,C,6,5,0.094287499,0,40.0
MCTS0_100,C,6,5,0.429356499,0,25.0
MCTS100,C,6,5,0.5503923,0,39.0
MCTS0_200,C,6,5,1.464621,0,24.0
MCTS200,C,6,5,0.428492601,0,37.0
PL1,C,7,1,0.9798414,0,54.0
MCTS0_10,C,7,1,0.0327092,0,24.0
MCTS10,C,7,1,0.0236168,0,45.0
MCTS0_20,C,7,1,0.115675601,0,24.0
MCTS20,C,7,1,0.0403762,0,45.0
MCTS0_50,C,7,1,0.2353374,0,20.0
MCTS50,C,7,1,0.1265771,0,46.0
MCTS0_100,C,7,1,0.6327834,0,25.0
MCTS100,C,7,1,0.2476674,0,46.0
MCTS0_200,C,7,1,1.5371826,0,29.0
MCTS200,C,7,1,0.450636801,0,46.0
PL1,C,7,2,1.209521601,0,59.0
MCTS0_10,C,7,2,0.053877899,0,25.0
MCTS10,C,7,2,0.0295036,0,41.0
MCTS0_20,C,7,2,0.082643,0,29.0
MCTS20,C,7,2,0.0516461,0,40.0
MCTS0_50,C,7,2,0.304203,0,27.0
MCTS50,C,7,2,0.123910601,0,43.0
MCTS0_100,C,7,2,0.657915199,0,33.0
MCTS100,C,7,2,0.2838038,0,50.0
MCTS0_200,C,7,2,1.1415128,0,30.0
MCTS200,C,7,2,0.5006988,0,41.0
PL1,C,7,3,0.69781,0,51.0
MCTS0_10,C,7,3,0.038639599,0,29.0
MCTS10,C,7,3,0.0274302,0,43.0
MCTS0_20,C,7,3,0.1172724,0,28.0
MCTS20,C,7,3,0.1842629,0,44.0
MCTS0_50,C,7,3,0.2327783,0,33.0
MCTS50,C,7,3,0.110601701,0,47.0
MCTS0_100,C,7,3,0.770096599,0,32.0
MCTS100,C,7,3,0.7035571,0,46.0
MCTS0_200,C,7,3,1.887053401,0,33.0
MCTS200,C,7,3,0.4085375,0,46.0
PL1,C,7,4,0.188359999,0,44.0
MCTS0_10,C,7,4,0.038901201,0,16.0
MCTS10,C,7,4,0.027861999,0,37.0
MCTS0_20,C,7,4,0.094150101,0,18.0
MCTS20,C,7,4,0.049165,0,36.0
MCTS0_50,C,7,4,0.235586901,0,24.0
MCTS50,C,7,4,0.118889999,0,39.0
MCTS0_100,C,7,4,0.860373499,0,23.0
MCTS100,C,7,4,0.304151201,0,39.0
MCTS0_200,C,7,4,1.447511399,0,22.0
MCTS200,C,7,4,1.783355599,0,34.0
PL1,C,7,5,6.9657932,0,49.0
MCTS0_10,C,7,5,0.0577678,0,32.0
MCTS10,C,7,5,0.026194799,0,43.0
MCTS0_20,C,7,5,0.0873061,0,33.0
MCTS20,C,7,5,0.0541343,0,43.0
MCTS0_50,C,7,5,0.360753399,0,25.0
MCTS50,C,7,5,0.132952799,0,43.0
MCTS0_100,C,7,5,0.7807541,0,35.0
MCTS100,C,7,5,0.356237099,0,43.0
MCTS0_200,C,7,5,1.0490934,0,27.0
MCTS200,C,7,5,0.4753055,0,43.0
PL1,C,8,1,3.076760801,0,62.0
MCTS0_10,C,8,1,0.0593189,0,22.0
MCTS10,C,8,1,0.032258199,0,54.0
MCTS0_20,C,8,1,0.1461514,0,28.0
MCTS20,C,8,1,0.2566071,0,54.0
MCTS0_50,C,8,1,0.274709099,0,34.0
MCTS50,C,8,1,0.1493448,0,54.0
MCTS0_100,C,8,1,0.713335,0,34.0
MCTS100,C,8,1,0.281561601,0,54.0
MCTS0_200,C,8,1,1.922559099,0,37.0
MCTS200,C,8,1,0.471778,0,54.0
PL1,C,8,2,15.4800719,0,54.0
MCTS0_10,C,8,2,0.0382303,0,33.0
MCTS10,C,8,2,0.0477489,0,43.0
MCTS0_20,C,8,2,0.177220599,0,33.0
MCTS20,C,8,2,0.060511,0,41.0
MCTS0_50,C,8,2,0.3537373,0,37.0
MCTS50,C,8,2,0.1823085,0,42.0
MCTS0_100,C,8,2,0.835161399,0,34.0
MCTS100,C,8,2,0.295061801,0,42.0
MCTS0_200,C,8,2,2.5302257,0,40.0
MCTS200,C,8,2,0.4892912,0,42.0
PL1,C,8,3,0.816149301,0,56.0
MCTS0_10,C,8,3,0.0373125,0,30.0
MCTS10,C,8,3,0.024821,0,40.0
MCTS0_20,C,8,3,0.1633597,0,33.0
MCTS20,C,8,3,0.0605702,0,46.0
MCTS0_50,C,8,3,0.526149701,0,32.0
MCTS50,C,8,3,0.1526888,0,41.0
MCTS0_100,C,8,3,0.6415161,0,33.0
MCTS100,C,8,3,0.339593,0,43.0
MCTS0_200,C,8,3,2.482902499,0,37.0
MCTS200,C,8,3,0.5825901,0,43.0
PL1,C,8,4,1.755024899,0,51.0
MCTS0_10,C,8,4,0.0684849,0,23.0
MCTS10,C,8,4,0.050899599,0,41.0
MCTS0_20,C,8,4,0.1175477,0,24.0
MCTS20,C,8,4,0.0608401,0,43.0
MCTS0_50,C,8,4,0.5285339,0,22.0
MCTS50,C,8,4,0.1724125,0,43.0
MCTS0_100,C,8,4,1.280908,0,27.0
MCTS100,C,8,4,0.2829176,0,44.0
MCTS0_200,C,8,4,2.5218748,0,23.0
MCTS200,C,8,4,0.542114799,0,43.0
PL1,C,8,5,2.9871105,0,45.0
MCTS0_10,C,8,5,0.0662551,0,22.0
MCTS10,C,8,5,0.0293308,0,34.0
MCTS0_20,C,8,5,0.1313298,0,24.0
MCTS20,C,8,5,0.072913699,0,34.0
MCTS0_50,C,8,5,0.421976201,0,25.0
MCTS50,C,8,5,0.158519101,0,33.0
MCTS0_100,C,8,5,1.030083599,0,28.0
MCTS100,C,8,5,1.0248725,0,34.0
MCTS0_200,C,8,5,2.593751899,0,29.0
MCTS200,C,8,5,0.663713199,0,33.0
PL1,C,9,1,2.132149501,0,60.00000000000001
MCTS0_10,C,9,1,0.077167199,0,30.0
MCTS10,C,9,1,0.0433051,0,45.0
MCTS0_20,C,9,1,0.1398657,0,25.0
MCTS20,C,9,1,0.079879701,0,47.0
MCTS0_50,C,9,1,0.5782313,0,29.0
MCTS50,C,9,1,0.193916901,0,45.0
MCTS0_100,C,9,1,0.996901401,0,33.0
MCTS100,C,9,1,0.3691573,0,45.0
MCTS0_200,C,9,1,2.4335943,0,35.0
MCTS200,C,9,1,0.8556817,0,46.0
PL1,C,9,2,2.7847935,0,57.0
MCTS0_10,C,9,2,0.0747499,0,29.0
MCTS10,C,9,2,0.0436875,0,46.0
MCTS0_20,C,9,2,0.170405299,0,33.0
MCTS20,C,9,2,0.088777999,0,47.0
MCTS0_50,C,9,2,0.5688365,0,31.0
MCTS50,C,9,2,0.2155471,0,44.0
MCTS0_100,C,9,2,0.777905699,0,35.0
MCTS100,C,9,2,0.4472682,0,43.0
MCTS0_200,C,9,2,2.989143701,0,34.0
MCTS200,C,9,2,0.7137591,0,46.0
PL1,C,9,3,10.571079699,0,48.0
MCTS0_10,C,9,3,0.062300201,0,17.0
MCTS10,C,9,3,0.0551638,0,35.0
MCTS0_20,C,9,3,0.196639499,0,17.0
MCTS20,C,9,3,0.0887876,0,35.0
MCTS0_50,C,9,3,0.624944299,0,26.0
MCTS50,C,9,3,0.214551201,0,32.0
MCTS0_100,C,9,3,1.3565773,0,31.0
MCTS100,C,9,3,0.3805926,0,33.0
MCTS0_200,C,9,3,2.8697581,0,26.0
MCTS200,C,9,3,0.8082148,0,33.0
PL1,C,9,4,0.929194599,0,57.0
MCTS0_10,C,9,4,0.0657112,0,22.0
MCTS10,C,9,4,0.045067599,0,42.0
MCTS0_20,C,9,4,0.221904301,0,23.0
MCTS20,C,9,4,0.0792454,0,46.0
MCTS0_50,C,9,4,0.4731748,0,26.0
MCTS50,C,9,4,0.181158899,0,48.0
MCTS0_100,C,9,4,2.202577199,0,30.0
MCTS100,C,9,4,0.351279,0,47.0
MCTS0_200,C,9,4,3.9074037,0,32.0
MCTS200,C,9,4,0.702676599,0,47.0
PL1,C,9,5,1.2864955,0,51.99999999999995
MCTS0_10,C,9,5,0.070994499,0,31.0
MCTS10,C,9,5,0.0418101,0,38.0
MCTS0_20,C,9,5,0.1232063,0,28.0
MCTS20,C,9,5,0.121541499,0,43.0
MCTS0_50,C,9,5,0.464448899,0,35.0
MCTS50,C,9,5,0.7037376,0,46.0
MCTS0_100,C,9,5,0.688521599,0,30.0
MCTS100,C,9,5,0.3478135,0,34.0
MCTS0_200,C,9,5,2.2111204,0,36.0
MCTS200,C,9,5,0.6962714,0,44.0
PL1,C,10,1,2.810723001,0,62.00000000000001
MCTS0_10,C,10,1,0.0890175,0,29.0
MCTS10,C,10,1,0.0447056,0,49.0
MCTS0_20,C,10,1,0.1526801,0,30.0
MCTS20,C,10,1,0.082855299,0,48.0
MCTS0_50,C,10,1,0.8068623,0,32.0
MCTS50,C,10,1,0.340105401,0,50.0
MCTS0_100,C,10,1,1.081096301,0,31.0
MCTS100,C,10,1,0.478663199,0,52.0
MCTS0_200,C,10,1,3.2131601,0,38.0
MCTS200,C,10,1,0.813641301,0,51.0
PL1,C,10,2,7.0047466,0,63.000000000000014
MCTS0_10,C,10,2,0.0926193,0,27.0
MCTS10,C,10,2,0.051931299,0,49.0
MCTS0_20,C,10,2,0.244109401,0,33.0
MCTS20,C,10,2,0.0907224,0,48.0
MCTS0_50,C,10,2,0.481666101,0,32.0
MCTS50,C,10,2,0.2391073,0,49.0
MCTS0_100,C,10,2,1.2489009,0,36.0
MCTS100,C,10,2,0.3753858,0,48.0
MCTS0_200,C,10,2,3.3679296,0,35.0
MCTS200,C,10,2,0.771970501,0,48.0
PL1,C,10,3,4.290404301,0,52.00000000000001
MCTS0_10,C,10,3,0.050095801,0,30.0
MCTS10,C,10,3,0.051241801,0,43.0
MCTS0_20,C,10,3,0.244143101,0,33.0
MCTS20,C,10,3,0.110617999,0,41.0
MCTS0_50,C,10,3,1.173951001,0,32.0
MCTS50,C,10,3,0.218586799,0,43.0
MCTS0_100,C,10,3,0.7719546,0,29.0
MCTS100,C,10,3,0.404756399,0,40.0
MCTS0_200,C,10,3,3.2491731,0,36.0
MCTS200,C,10,3,0.8993876,0,41.0
PL1,C,10,4,6.4445324,0,62.0
MCTS0_10,C,10,4,0.073551999,0,27.0
MCTS10,C,10,4,0.0442105,0,49.0
MCTS0_20,C,10,4,0.161688401,0,24.0
MCTS20,C,10,4,0.089168599,0,42.0
MCTS0_50,C,10,4,0.4243562,0,29.0
MCTS50,C,10,4,0.2358658,0,49.0
MCTS0_100,C,10,4,1.014541199,0,33.0
MCTS100,C,10,4,0.3555009,0,46.0
MCTS0_200,C,10,4,3.1482285,0,36.0
MCTS200,C,10,4,0.7332151,0,48.0
PL1,C,10,5,2.148690599,0,61.99999999999999
MCTS0_10,C,10,5,0.095718701,0,39.0
MCTS10,C,10,5,0.042591299,0,47.0
MCTS0_20,C,10,5,0.1815302,0,34.0
MCTS20,C,10,5,0.086591099,0,48.0
MCTS0_50,C,10,5,0.4935621,0,35.0
MCTS50,C,10,5,0.195257099,0,47.0
MCTS0_100,C,10,5,1.198394899,0,39.0
MCTS100,C,10,5,0.449075,0,49.0
MCTS0_200,C,10,5,2.1488496,0,42.0
MCTS200,C,10,5,0.707355499,0,48.0
PL1,K,1,1,0.0127881,0,18.0
MCTS0_10,K,1,1,0.000853701,0,17.0
MCTS10,K,1,1,0.000415099,0,18.0
MCTS0_20,K,1,1,0.0132513,0,17.0
MCTS20,K,1,1,0.001832799,0,18.0
MCTS0_50,K,1,1,0.0257312,0,18.0
MCTS50,K,1,1,0.0030814,0,18.0
MCTS0_100,K,1,1,0.031858699,0,18.0
MCTS100,K,1,1,0.005576,0,18.0
MCTS0_200,K,1,1,0.0607794,0,18.0
MCTS200,K,1,1,0.0099924,0,18.0
PL1,K,1,2,0.011348101,0,18.0
MCTS0_10,K,1,2,0.0093663,0,15.0
MCTS10,K,1,2,0.000444901,0,15.0
MCTS0_20,K,1,2,0.0018988,0,15.0
MCTS20,K,1,2,0.000794,0,15.0
MCTS0_50,K,1,2,0.010528999,0,15.0
MCTS50,K,1,2,0.0016028,0,15.0
MCTS0_100,K,1,2,0.056258201,0,15.0
MCTS100,K,1,2,0.003370801,0,15.0
MCTS0_200,K,1,2,0.020145799,0,15.0
MCTS200,K,1,2,0.0060043,0,15.0
PL1,K,1,3,0.013277099,0,15.0
MCTS0_10,K,1,3,0.000460801,0,12.0
MCTS10,K,1,3,0.0007196,0,15.0
MCTS0_20,K,1,3,0.0008195,0,12.0
MCTS20,K,1,3,0.0007581,0,15.0
MCTS0_50,K,1,3,0.0115528,0,14.0
MCTS50,K,1,3,0.001553901,0,15.0
MCTS0_100,K,1,3,0.018016301,0,14.0
MCTS100,K,1,3,0.002840001,0,15.0
MCTS0_200,K,1,3,0.047132699,0,15.0
MCTS200,K,1,3,0.006318099,0,15.0
PL1,K,1,4,0.0109471,0,16.0
MCTS0_10,K,1,4,0.0067731,0,15.0
MCTS10,K,1,4,0.0004842,0,16.0
MCTS0_20,K,1,4,0.0006393,0,14.0
MCTS20,K,1,4,0.0006951,0,16.0
MCTS0_50,K,1,4,0.0014078,0,14.0
MCTS50,K,1,4,0.001801001,0,16.0
MCTS0_100,K,1,4,0.0344385,0,15.0
MCTS100,K,1,4,0.0027047,0,16.0
MCTS0_200,K,1,4,0.056488399,0,16.0
MCTS200,K,1,4,0.008611199,0,16.0
PL1,K,1,5,0.0112024,0,19.0
MCTS0_10,K,1,5,0.001394001,0,15.0
MCTS10,K,1,5,0.0004229,0,15.0
MCTS0_20,K,1,5,0.016087801,0,15.0
MCTS20,K,1,5,0.0006717,0,15.0
MCTS0_50,K,1,5,0.007019401,0,15.0
MCTS50,K,1,5,0.004714601,0,15.0
MCTS0_100,K,1,5,0.0702668,0,15.0
MCTS100,K,1,5,0.0028712,0,15.0
MCTS0_200,K,1,5,0.0260153,0,19.0
MCTS200,K,1,5,0.0059773,0,15.0
PL1,K,3,1,0.0183829,0,20.0
MCTS0_10,K,3,1,0.0044919,0,15.0
MCTS10,K,3,1,0.001917,0,19.0
MCTS0_20,K,3,1,0.0267674,0,15.0
MCTS20,K,3,1,0.002997,0,19.0
MCTS0_50,K,3,1,0.009996201,0,17.0
MCTS50,K,3,1,0.010995799,0,19.0
MCTS0_100,K,3,1,0.0974149,0,15.0
MCTS100,K,3,1,0.014992699,0,19.0
MCTS0_200,K,3,1,0.292894,0,18.0
MCTS200,K,3,1,0.032399101,0,19.0
PL1,K,3,2,0.0162607,0,19.999999999999996
MCTS0_10,K,3,2,0.007110799,0,15.0
MCTS10,K,3,2,0.0016708,0,18.0
MCTS0_20,K,3,2,0.0098623,0,15.0
MCTS20,K,3,2,0.003252999,0,18.0
MCTS0_50,K,3,2,0.030625301,0,18.0
MCTS50,K,3,2,0.0071534,0,18.0
MCTS0_100,K,3,2,0.0634316,0,17.0
MCTS100,K,3,2,0.017410901,0,18.0
MCTS0_200,K,3,2,0.364281899,0,17.0
MCTS200,K,3,2,0.032207799,0,18.0
PL1,K,3,3,0.0147143,0,23.0
MCTS0_10,K,3,3,0.0018273,0,10.0
MCTS10,K,3,3,0.001855299,0,21.0
MCTS0_20,K,3,3,0.004405199,0,11.0
MCTS20,K,3,3,0.0034482,0,21.0
MCTS0_50,K,3,3,0.075799101,0,15.0
MCTS50,K,3,3,0.007282399,0,21.0
MCTS0_100,K,3,3,0.110846701,0,19.0
MCTS100,K,3,3,0.014902701,0,21.0
MCTS0_200,K,3,3,0.1083457,0,19.0
MCTS200,K,3,3,0.031537101,0,21.0
PL1,K,3,4,0.0161967,0,21.0
MCTS0_10,K,3,4,0.0029663,0,12.0
MCTS10,K,3,4,0.0015581,0,21.0
MCTS0_20,K,3,4,0.005696801,0,12.0
MCTS20,K,3,4,0.003451401,0,21.0
MCTS0_50,K,3,4,0.043491501,0,19.0
MCTS50,K,3,4,0.007350101,0,21.0
MCTS0_100,K,3,4,0.075300301,0,14.0
MCTS100,K,3,4,0.0172157,0,21.0
MCTS0_200,K,3,4,0.204938399,0,19.0
MCTS200,K,3,4,0.0326745,0,21.0
PL1,K,3,5,0.016843601,0,22.0
MCTS0_10,K,3,5,0.0065738,0,11.0
MCTS10,K,3,5,0.001677499,0,19.0
MCTS0_20,K,3,5,0.007227101,0,15.0
MCTS20,K,3,5,0.002929201,0,19.0
MCTS0_50,K,3,5,0.0874432,0,18.0
MCTS50,K,3,5,0.007326,0,19.0
MCTS0_100,K,3,5,0.1974978,0,18.0
MCTS100,K,3,5,0.015003201,0,19.0
MCTS0_200,K,3,5,0.279123099,0,16.0
MCTS200,K,3,5,0.032253,0,19.0
PL1,K,5,1,0.0389329,0,21.0
MCTS0_10,K,5,1,0.017816799,0,14.0
MCTS10,K,5,1,0.0041277,0,19.0
MCTS0_20,K,5,1,0.0176965,0,14.0
MCTS20,K,5,1,0.0089751,0,17.0
MCTS0_50,K,5,1,0.133199501,0,14.0
MCTS50,K,5,1,0.021775701,0,17.0
MCTS0_100,K,5,1,0.1539612,0,14.0
MCTS100,K,5,1,0.0417911,0,17.0
MCTS0_200,K,5,1,0.5776745,0,17.0
MCTS200,K,5,1,0.083845999,0,17.0
PL1,K,5,2,0.030628001,0,32.0
MCTS0_10,K,5,2,0.007112999,0,21.0
MCTS10,K,5,2,0.0029889,0,27.0
MCTS0_20,K,5,2,0.0532669,0,25.0
MCTS20,K,5,2,0.005832,0,27.0
MCTS0_50,K,5,2,0.055508101,0,24.0
MCTS50,K,5,2,0.013517101,0,27.0
MCTS0_100,K,5,2,0.087987,0,19.0
MCTS100,K,5,2,0.028664599,0,27.0
MCTS0_200,K,5,2,0.7416147,0,27.0
MCTS200,K,5,2,0.059005699,0,27.0
PL1,K,5,3,0.032615501,0,28.0
MCTS0_10,K,5,3,0.003374301,0,17.0
MCTS10,K,5,3,0.0029385,0,25.0
MCTS0_20,K,5,3,0.010614201,0,17.0
MCTS20,K,5,3,0.0086941,0,25.0
MCTS0_50,K,5,3,0.047879101,0,19.0
MCTS50,K,5,3,0.016219301,0,25.0
MCTS0_100,K,5,3,0.2181095,0,25.0
MCTS100,K,5,3,0.028647601,0,25.0
MCTS0_200,K,5,3,0.3774254,0,23.0
MCTS200,K,5,3,0.058488801,0,25.0
PL1,K,5,4,0.026638999,0,23.0
MCTS0_10,K,5,4,0.0123239,0,15.0
MCTS10,K,5,4,0.004297299,0,18.0
MCTS0_20,K,5,4,0.019195901,0,15.0
MCTS20,K,5,4,0.0069135,0,21.0
MCTS0_50,K,5,4,0.052299499,0,16.0
MCTS50,K,5,4,0.016690099,0,21.0
MCTS0_100,K,5,4,0.1773815,0,18.0
MCTS100,K,5,4,0.0288058,0,17.0
MCTS0_200,K,5,4,0.3370999,0,16.0
MCTS200,K,5,4,0.0735991,0,21.0
PL1,K,5,5,0.0384751,0,22.0
MCTS0_10,K,5,5,0.018831799,0,15.0
MCTS10,K,5,5,0.0047932,0,19.0
MCTS0_20,K,5,5,0.046030499,0,15.0
MCTS20,K,5,5,0.0099002,0,19.0
MCTS0_50,K,5,5,0.272219701,0,16.0
MCTS50,K,5,5,0.0235689,0,19.0
MCTS0_100,K,5,5,0.5735462,0,15.0
MCTS100,K,5,5,0.0455786,0,19.0
MCTS0_200,K,5,5,0.548109799,0,18.0
MCTS200,K,5,5,0.116186999,0,19.0
PL1,K,7,1,0.055660699,0,24.999999999999996
MCTS0_10,K,7,1,0.013228201,0,15.0
MCTS10,K,7,1,0.0050381,0,21.0
MCTS0_20,K,7,1,0.015491301,0,14.0
MCTS20,K,7,1,0.0097527,0,21.0
MCTS0_50,K,7,1,0.098432101,0,16.0
MCTS50,K,7,1,0.030937801,0,21.0
MCTS0_100,K,7,1,0.187433701,0,18.0
MCTS100,K,7,1,0.050189501,0,21.0
MCTS0_200,K,7,1,0.454337801,0,18.0
MCTS200,K,7,1,0.098202599,0,21.0
PL1,K,7,2,0.040718,0,39.0
MCTS0_10,K,7,2,0.012488199,0,16.0
MCTS10,K,7,2,0.005302499,0,28.0
MCTS0_20,K,7,2,0.0226959,0,20.0
MCTS20,K,7,2,0.012874899,0,28.0
MCTS0_50,K,7,2,0.077739399,0,18.0
MCTS50,K,7,2,0.0235446,0,28.0
MCTS0_100,K,7,2,0.465085599,0,21.0
MCTS100,K,7,2,0.0524596,0,28.0
MCTS0_200,K,7,2,0.713698101,0,23.0
MCTS200,K,7,2,0.101056601,0,28.0
PL1,K,7,3,0.0637226,0,31.0
MCTS0_10,K,7,3,0.0121562,0,11.0
MCTS10,K,7,3,0.005225899,0,22.0
MCTS0_20,K,7,3,0.0283128,0,23.0
MCTS20,K,7,3,0.017457001,0,22.0
MCTS0_50,K,7,3,0.0631419,0,16.0
MCTS50,K,7,3,0.030742599,0,26.0
MCTS0_100,K,7,3,0.3900581,0,27.0
MCTS100,K,7,3,0.0438034,0,22.0
MCTS0_200,K,7,3,0.495950699,0,22.0
MCTS200,K,7,3,0.1073263,0,26.0
PL1,K,7,4,0.0271213,0,33.0
MCTS0_10,K,7,4,0.006966599,0,20.0
MCTS10,K,7,4,0.0045883,0,33.0
MCTS0_20,K,7,4,0.017249199,0,30.0
MCTS20,K,7,4,0.0094711,0,33.0
MCTS0_50,K,7,4,0.0820863,0,20.0
MCTS50,K,7,4,0.0251191,0,33.0
MCTS0_100,K,7,4,0.075124701,0,20.0
MCTS100,K,7,4,0.0513616,0,33.0
MCTS0_200,K,7,4,0.664149899,0,28.0
MCTS200,K,7,4,0.0973733,0,33.0
PL1,K,7,5,0.042538201,0,33.0
MCTS0_10,K,7,5,0.008983499,0,19.0
MCTS10,K,7,5,0.0048698,0,26.0
MCTS0_20,K,7,5,0.0175789,0,20.0
MCTS20,K,7,5,0.0094809,0,26.0
MCTS0_50,K,7,5,0.128199601,0,22.0
MCTS50,K,7,5,0.0262272,0,26.0
MCTS0_100,K,7,5,0.3117582,0,21.0
MCTS100,K,7,5,0.0420027,0,25.0
MCTS0_200,K,7,5,0.613091601,0,28.0
MCTS200,K,7,5,0.0875316,0,25.0
PL1,K,9,1,0.058464201,0,28.0
MCTS0_10,K,9,1,0.0162788,0,15.0
MCTS10,K,9,1,0.0055353,0,22.0
MCTS0_20,K,9,1,0.028012899,0,16.0
MCTS20,K,9,1,0.065929499,0,22.0
MCTS0_50,K,9,1,0.0916331,0,13.0
MCTS50,K,9,1,0.158286801,0,22.0
MCTS0_100,K,9,1,0.1983544,0,19.0
MCTS100,K,9,1,0.0581318,0,22.0
MCTS0_200,K,9,1,0.8587563,0,17.0
MCTS200,K,9,1,0.1121821,0,22.0
PL1,K,9,2,0.0373872,0,35.0
MCTS0_10,K,9,2,0.0117905,0,19.0
MCTS10,K,9,2,0.006587501,0,27.0
MCTS0_20,K,9,2,0.0238324,0,18.0
MCTS20,K,9,2,0.0107119,0,23.0
MCTS0_50,K,9,2,0.075359201,0,20.0
MCTS50,K,9,2,0.0325127,0,27.0
MCTS0_100,K,9,2,0.149396701,0,22.0
MCTS100,K,9,2,0.065215,0,24.0
MCTS0_200,K,9,2,0.6676849,0,22.0
MCTS200,K,9,2,0.127197701,0,24.0
PL1,K,9,3,0.0560194,0,34.0
MCTS0_10,K,9,3,0.019535299,0,17.0
MCTS10,K,9,3,0.0093947,0,27.0
