method,param,param_value,iteration,time,cuts,objectif
MCTS0_20,K,9,3,0.020803199,0,15.0
MCTS20,K,9,3,0.0204163,0,28.0
MCTS0_50,K,9,3,0.1798484,0,23.0
MCTS50,K,9,3,0.0371598,0,27.0
MCTS0_100,K,9,3,0.323976699,0,19.0
MCTS100,K,9,3,0.0839672,0,28.0
MCTS0_200,K,9,3,0.4968816,0,26.0
MCTS200,K,9,3,0.1769518,0,27.0
PL1,K,9,4,0.054283699,0,26.0
MCTS0_10,K,9,4,0.0169166,0,14.0
MCTS10,K,9,4,0.011378199,0,19.0
MCTS0_20,K,9,4,0.030442699,0,14.0
MCTS20,K,9,4,0.018923099,0,19.0
MCTS0_50,K,9,4,0.0557379,0,14.0
MCTS50,K,9,4,0.038463301,0,19.0
MCTS0_100,K,9,4,0.2597178,0,15.0
MCTS100,K,9,4,0.3655378,0,19.0
MCTS0_200,K,9,4,0.7058391,0,17.0
MCTS200,K,9,4,0.608805101,0,19.0
PL1,K,9,5,0.05003,0,30.0
MCTS0_10,K,9,5,0.017929001,0,15.0
MCTS10,K,9,5,0.0066316,0,22.0
MCTS0_20,K,9,5,0.0218946,0,15.0
MCTS20,K,9,5,0.0138064,0,22.0
MCTS0_50,K,9,5,0.075461501,0,18.0
MCTS50,K,9,5,0.0307175,0,22.0
MCTS0_100,K,9,5,0.1582302,0,17.0
MCTS100,K,9,5,0.0637198,0,22.0
MCTS0_200,K,9,5,0.4934627,0,21.0
MCTS200,K,9,5,0.1459931,0,22.0
PL1,K,11,1,0.076087,0,33.0
MCTS0_10,K,11,1,0.0204438,0,14.0
MCTS10,K,11,1,0.0183813,0,27.0
MCTS0_20,K,11,1,0.0859586,0,22.0
MCTS20,K,11,1,0.0262501,0,22.0
MCTS0_50,K,11,1,0.1912845,0,22.0
MCTS50,K,11,1,0.053876999,0,28.0
MCTS0_100,K,11,1,0.2213418,0,16.0
MCTS100,K,11,1,0.087004799,0,27.0
MCTS0_200,K,11,1,0.627570199,0,23.0
MCTS200,K,11,1,0.1721808,0,27.0
PL1,K,11,2,0.1101708,0,38.0
MCTS0_10,K,11,2,0.0182992,0,20.0
MCTS10,K,11,2,0.012921501,0,29.0
MCTS0_20,K,11,2,0.0406376,0,20.0
MCTS20,K,11,2,0.025442001,0,30.0
MCTS0_50,K,11,2,0.2321346,0,24.0
MCTS50,K,11,2,0.0639143,0,30.0
MCTS0_100,K,11,2,0.423581201,0,26.0
MCTS100,K,11,2,0.098003001,0,34.0
MCTS0_200,K,11,2,0.7863727,0,24.0
MCTS200,K,11,2,0.196229,0,34.0
PL1,K,11,3,0.0879168,0,37.0
MCTS0_10,K,11,3,0.0201883,0,24.0
MCTS10,K,11,3,0.0402091,0,28.0
MCTS0_20,K,11,3,0.045495299,0,24.0
MCTS20,K,11,3,0.017173199,0,28.0
MCTS0_50,K,11,3,0.1588923,0,23.0
MCTS50,K,11,3,0.0507205,0,27.0
MCTS0_100,K,11,3,0.217904699,0,27.0
MCTS100,K,11,3,0.0787585,0,27.0
MCTS0_200,K,11,3,0.7134529,0,24.0
MCTS200,K,11,3,0.171931301,0,26.0
PL1,K,11,4,0.0577598,0,38.0
MCTS0_10,K,11,4,0.015081099,0,17.0
MCTS10,K,11,4,0.0109474,0,25.0
MCTS0_20,K,11,4,0.0285907,0,18.0
MCTS20,K,11,4,0.016354401,0,24.0
MCTS0_50,K,11,4,0.0651489,0,18.0
MCTS50,K,11,4,0.0395646,0,28.0
MCTS0_100,K,11,4,0.343098601,0,21.0
MCTS100,K,11,4,0.0873145,0,28.0
MCTS0_200,K,11,4,0.9088736,0,23.0
MCTS200,K,11,4,0.2054098,0,28.0
PL1,K,11,5,0.057518001,0,38.99999999999999
MCTS0_10,K,11,5,0.0134032,0,19.0
MCTS10,K,11,5,0.012992701,0,32.0
MCTS0_20,K,11,5,0.0422352,0,19.0
MCTS20,K,11,5,0.078277301,0,32.0
MCTS0_50,K,11,5,0.1216648,0,23.0
MCTS50,K,11,5,0.1874711,0,32.0
MCTS0_100,K,11,5,0.199587001,0,23.0
MCTS100,K,11,5,0.368008101,0,32.0
MCTS0_200,K,11,5,0.643577701,0,21.0
MCTS200,K,11,5,0.648664501,0,32.0
PL1,K,13,1,0.1135482,0,36.00000000000001
MCTS0_10,K,13,1,0.022663401,0,16.0
MCTS10,K,13,1,0.0084346,0,24.0
MCTS0_20,K,13,1,0.0746012,0,16.0
MCTS20,K,13,1,0.015695499,0,24.0
MCTS0_50,K,13,1,0.1663744,0,19.0
MCTS50,K,13,1,0.0504624,0,25.0
MCTS0_100,K,13,1,0.457162,0,19.0
MCTS100,K,13,1,0.0872985,0,24.0
MCTS0_200,K,13,1,0.4424933,0,19.0
MCTS200,K,13,1,0.1724112,0,24.0
PL1,K,13,2,0.0636758,0,37.0
MCTS0_10,K,13,2,0.015338499,0,19.0
MCTS10,K,13,2,0.0373723,0,26.0
MCTS0_20,K,13,2,0.030877901,0,12.0
MCTS20,K,13,2,0.0722384,0,26.0
MCTS0_50,K,13,2,0.1890124,0,16.0
MCTS50,K,13,2,0.044483599,0,26.0
MCTS0_100,K,13,2,0.3257081,0,12.0
MCTS100,K,13,2,0.1032585,0,33.0
MCTS0_200,K,13,2,0.6172276,0,16.0
MCTS200,K,13,2,0.168187701,0,26.0
PL1,K,13,3,0.0563918,0,42.0
MCTS0_10,K,13,3,0.022591799,0,16.0
MCTS10,K,13,3,0.0094191,0,40.0
MCTS0_20,K,13,3,0.034631201,0,15.0
MCTS20,K,13,3,0.0222195,0,40.0
MCTS0_50,K,13,3,0.157278201,0,21.0
MCTS50,K,13,3,0.053866601,0,40.0
MCTS0_100,K,13,3,0.229837101,0,23.0
MCTS100,K,13,3,0.098034601,0,40.0
MCTS0_200,K,13,3,0.6098103,0,22.0
MCTS200,K,13,3,0.2147375,0,41.0
PL1,K,13,4,0.0388402,0,47.0
MCTS0_10,K,13,4,0.016175,0,29.0
MCTS10,K,13,4,0.012411301,0,33.0
MCTS0_20,K,13,4,0.047284799,0,19.0
MCTS20,K,13,4,0.0220204,0,33.0
MCTS0_50,K,13,4,0.109294399,0,18.0
MCTS50,K,13,4,0.053245999,0,33.0
MCTS0_100,K,13,4,0.269847299,0,23.0
MCTS100,K,13,4,0.0941065,0,32.0
MCTS0_200,K,13,4,0.616456501,0,26.0
MCTS200,K,13,4,0.189730601,0,35.0
PL1,K,13,5,0.1527273,0,29.0
MCTS0_10,K,13,5,0.019466399,0,15.0
MCTS10,K,13,5,0.0087227,0,23.0
MCTS0_20,K,13,5,0.047572101,0,17.0
MCTS20,K,13,5,0.0681971,0,22.0
MCTS0_50,K,13,5,0.152996,0,17.0
MCTS50,K,13,5,0.1639287,0,22.0
MCTS0_100,K,13,5,0.1967583,0,19.0
MCTS100,K,13,5,0.1151236,0,25.0
MCTS0_200,K,13,5,0.745441599,0,23.0
MCTS200,K,13,5,0.2000083,0,24.0
PL1,K,15,1,0.0525537,0,47.0
MCTS0_10,K,15,1,0.032494,0,24.0
MCTS10,K,15,1,0.0153929,0,40.0
MCTS0_20,K,15,1,0.035849601,0,23.0
MCTS20,K,15,1,0.0223687,0,45.0
MCTS0_50,K,15,1,0.209656901,0,21.0
MCTS50,K,15,1,0.0529418,0,46.0
MCTS0_100,K,15,1,0.3108413,0,24.0
MCTS100,K,15,1,0.097415801,0,45.0
MCTS0_200,K,15,1,1.451013799,0,27.0
MCTS200,K,15,1,0.3113459,0,45.0
PL1,K,15,2,0.0424737,0,44.0
MCTS0_10,K,15,2,0.020094401,0,20.0
MCTS10,K,15,2,0.0101587,0,27.0
MCTS0_20,K,15,2,0.0416301,0,24.0
MCTS20,K,15,2,0.0199157,0,26.0
MCTS0_50,K,15,2,0.177631799,0,26.0
MCTS50,K,15,2,0.059454899,0,33.0
MCTS0_100,K,15,2,0.3260593,0,26.0
MCTS100,K,15,2,0.139545501,0,28.0
MCTS0_200,K,15,2,0.956398599,0,26.0
MCTS200,K,15,2,0.220001,0,29.0
PL1,K,15,3,0.434894199,0,40.0
MCTS0_10,K,15,3,0.019994301,0,24.0
MCTS10,K,15,3,0.0101825,0,32.0
MCTS0_20,K,15,3,0.0590213,0,22.0
MCTS20,K,15,3,0.0218551,0,32.0
MCTS0_50,K,15,3,0.1546909,0,23.0
MCTS50,K,15,3,0.0484572,0,32.0
MCTS0_100,K,15,3,0.246171701,0,25.0
MCTS100,K,15,3,0.098385001,0,32.0
MCTS0_200,K,15,3,0.7719393,0,27.0
MCTS200,K,15,3,0.211155899,0,32.0
PL1,K,15,4,0.047253699,0,37.99999999999999
MCTS0_10,K,15,4,0.021256901,0,15.0
MCTS10,K,15,4,0.013548,0,30.0
MCTS0_20,K,15,4,0.0427093,0,23.0
MCTS20,K,15,4,0.021719399,0,30.0
MCTS0_50,K,15,4,0.1394273,0,21.0
MCTS50,K,15,4,0.0559801,0,31.0
MCTS0_100,K,15,4,0.368468901,0,21.0
MCTS100,K,15,4,0.121691301,0,31.0
MCTS0_200,K,15,4,0.8816116,0,24.0
MCTS200,K,15,4,0.2443142,0,31.0
PL1,K,15,5,0.448318199,0,42.0
MCTS0_10,K,15,5,0.022393,0,22.0
MCTS10,K,15,5,0.017852801,0,33.0
MCTS0_20,K,15,5,0.082491701,0,23.0
MCTS20,K,15,5,0.029793801,0,33.0
MCTS0_50,K,15,5,0.0999488,0,24.0
MCTS50,K,15,5,0.064926501,0,33.0
MCTS0_100,K,15,5,0.3407403,0,21.0
MCTS100,K,15,5,0.1243453,0,33.0
MCTS0_200,K,15,5,0.947701001,0,26.0
MCTS200,K,15,5,0.264435701,0,33.0
PL1,K,17,1,0.1246374,0,46.0
MCTS0_10,K,17,1,0.0210143,0,27.0
MCTS10,K,17,1,0.0171089,0,39.0
MCTS0_20,K,17,1,0.065884799,0,31.0
MCTS20,K,17,1,0.0327038,0,37.0
MCTS0_50,K,17,1,0.166767399,0,28.0
MCTS50,K,17,1,0.0775265,0,33.0
MCTS0_100,K,17,1,0.597112899,0,34.0
MCTS100,K,17,1,0.1208853,0,36.0
MCTS0_200,K,17,1,0.640450001,0,30.0
MCTS200,K,17,1,0.298349301,0,38.0
PL1,K,17,2,0.1981027,0,48.0
MCTS0_10,K,17,2,0.041353199,0,19.0
MCTS10,K,17,2,0.021231399,0,42.0
MCTS0_20,K,17,2,0.064757701,0,19.0
MCTS20,K,17,2,0.027002901,0,39.0
MCTS0_50,K,17,2,0.1334241,0,25.0
MCTS50,K,17,2,0.0770859,0,40.0
MCTS0_100,K,17,2,0.4451037,0,23.0
MCTS100,K,17,2,0.1544689,0,41.0
MCTS0_200,K,17,2,1.2962603,0,27.0
MCTS200,K,17,2,0.3299438,0,40.0
PL1,K,17,3,0.126429,0,50.0
MCTS0_10,K,17,3,0.029152,0,20.0
MCTS10,K,17,3,0.023186301,0,38.0
MCTS0_20,K,17,3,0.082640101,0,19.0
MCTS20,K,17,3,0.0352386,0,35.0
MCTS0_50,K,17,3,0.2637486,0,24.0
MCTS50,K,17,3,0.076213,0,34.0
MCTS0_100,K,17,3,0.4530179,0,31.0
MCTS100,K,17,3,0.1468952,0,35.0
MCTS0_200,K,17,3,0.9753934,0,24.0
MCTS200,K,17,3,0.263325899,0,35.0
PL1,K,17,4,0.0756897,0,45.0
MCTS0_10,K,17,4,0.0231712,0,17.0
MCTS10,K,17,4,0.014544799,0,43.0
MCTS0_20,K,17,4,0.0536526,0,18.0
MCTS20,K,17,4,0.0252323,0,41.0
MCTS0_50,K,17,4,0.1921718,0,23.0
MCTS50,K,17,4,0.240793199,0,41.0
MCTS0_100,K,17,4,0.405401,0,24.0
MCTS100,K,17,4,0.1573215,0,42.0
MCTS0_200,K,17,4,0.867794599,0,23.0
MCTS200,K,17,4,0.374890401,0,41.0
PL1,K,17,5,0.158500901,0,46.0
MCTS0_10,K,17,5,0.035915299,0,24.0
MCTS10,K,17,5,0.0140338,0,34.0
MCTS0_20,K,17,5,0.0538685,0,23.0
MCTS20,K,17,5,0.0307458,0,36.0
MCTS0_50,K,17,5,0.274221201,0,26.0
MCTS50,K,17,5,0.0943557,0,32.0
MCTS0_100,K,17,5,0.592820499,0,26.0
MCTS100,K,17,5,0.1901622,0,36.0
MCTS0_200,K,17,5,1.140590399,0,29.0
MCTS200,K,17,5,0.3376521,0,36.0
PL1,K,19,1,0.2452229,0,49.0
MCTS0_10,K,19,1,0.0308665,0,25.0
MCTS10,K,19,1,0.038600301,0,37.0
MCTS0_20,K,19,1,0.085452399,0,29.0
MCTS20,K,19,1,0.038674,0,41.0
MCTS0_50,K,19,1,0.216589201,0,28.0
MCTS50,K,19,1,0.103975699,0,43.0
MCTS0_100,K,19,1,0.56682,0,33.0
MCTS100,K,19,1,0.193472701,0,41.0
MCTS0_200,K,19,1,1.131846901,0,36.0
MCTS200,K,19,1,0.3644944,0,41.0
PL1,K,19,2,0.1125446,0,55.0
MCTS0_10,K,19,2,0.0305955,0,24.0
MCTS10,K,19,2,0.0299177,0,48.0
MCTS0_20,K,19,2,0.0890669,0,34.0
MCTS20,K,19,2,0.0927866,0,42.0
MCTS0_50,K,19,2,0.1389437,0,35.0
MCTS50,K,19,2,0.0807752,0,48.0
MCTS0_100,K,19,2,0.3693815,0,27.0
MCTS100,K,19,2,0.1872413,0,47.0
MCTS0_200,K,19,2,1.150778301,0,37.0
MCTS200,K,19,2,0.752946101,0,39.0
PL1,K,19,3,0.128892699,0,46.0
MCTS0_10,K,19,3,0.0347129,0,20.0
MCTS10,K,19,3,0.0161794,0,40.0
MCTS0_20,K,19,3,0.0654622,0,21.0
MCTS20,K,19,3,0.031207101,0,34.0
MCTS0_50,K,19,3,0.154716601,0,22.0
MCTS50,K,19,3,0.074644501,0,34.0
MCTS0_100,K,19,3,0.452924199,0,24.0
MCTS100,K,19,3,0.1748837,0,38.0
MCTS0_200,K,19,3,1.0859826,0,34.0
MCTS200,K,19,3,0.305034401,0,38.0
PL1,K,19,4,0.469452801,0,40.000000000000014
MCTS0_10,K,19,4,0.0386652,0,21.0
MCTS10,K,19,4,0.016503,0,36.0
MCTS0_20,K,19,4,0.077442399,0,20.0
MCTS20,K,19,4,0.0465664,0,37.0
MCTS0_50,K,19,4,0.2301037,0,29.0
MCTS50,K,19,4,0.0893804,0,36.0
MCTS0_100,K,19,4,0.5556902,0,23.0
MCTS100,K,19,4,0.2277557,0,37.0
MCTS0_200,K,19,4,1.127785301,0,28.0
MCTS200,K,19,4,0.297171501,0,37.0
PL1,K,19,5,0.1422267,0,42.0
MCTS0_10,K,19,5,0.0328914,0,25.0
MCTS10,K,19,5,0.018930499,0,30.0
MCTS0_20,K,19,5,0.057134699,0,17.0
MCTS20,K,19,5,0.0317989,0,33.0
MCTS0_50,K,19,5,0.235012101,0,20.0
MCTS50,K,19,5,0.2172549,0,31.0
MCTS0_100,K,19,5,0.3346954,0,25.0
MCTS100,K,19,5,0.166403199,0,32.0
MCTS0_200,K,19,5,0.918171299,0,29.0
MCTS200,K,19,5,0.2807671,0,31.0
PL1,K,21,1,0.138451899,0,48.0
MCTS0_10,K,21,1,0.0399489,0,19.0
MCTS10,K,21,1,0.0193471,0,34.0
MCTS0_20,K,21,1,0.149557301,0,23.0
MCTS20,K,21,1,0.049704401,0,38.0
MCTS0_50,K,21,1,0.244524901,0,29.0
MCTS50,K,21,1,0.0957857,0,41.0
MCTS0_100,K,21,1,0.7569331,0,29.0
MCTS100,K,21,1,0.207484101,0,41.0
MCTS0_200,K,21,1,1.1442449,0,28.0
MCTS200,K,21,1,0.3772703,0,43.0
PL1,K,21,2,0.2187179,0,42.0
MCTS0_10,K,21,2,0.041308799,0,27.0
MCTS10,K,21,2,0.0585271,0,36.0
MCTS0_20,K,21,2,0.0692921,0,28.0
MCTS20,K,21,2,0.040740899,0,33.0
MCTS0_50,K,21,2,0.173272,0,28.0
MCTS50,K,21,2,0.083318301,0,36.0
MCTS0_100,K,21,2,0.624768101,0,33.0
MCTS100,K,21,2,0.203485601,0,35.0
MCTS0_200,K,21,2,1.2918477,0,32.0
MCTS200,K,21,2,0.3998994,0,33.0
PL1,K,21,3,0.078169,0,54.0
MCTS0_10,K,21,3,0.0428012,0,22.0
MCTS10,K,21,3,0.0213982,0,50.0
MCTS0_20,K,21,3,0.104793299,0,25.0
MCTS20,K,21,3,0.0971283,0,37.0
MCTS0_50,K,21,3,0.2459485,0,27.0
MCTS50,K,21,3,0.110097099,0,50.0
MCTS0_100,K,21,3,0.5165086,0,25.0
MCTS100,K,21,3,0.215534401,0,50.0
MCTS0_200,K,21,3,1.604099799,0,26.0
MCTS200,K,21,3,0.385735701,0,50.0
PL1,K,21,4,0.417207399,0,40.0
MCTS0_10,K,21,4,0.0360139,0,16.0
MCTS10,K,21,4,0.0208422,0,34.0
MCTS0_20,K,21,4,0.104716301,0,27.0
MCTS20,K,21,4,0.0348823,0,28.0
MCTS0_50,K,21,4,0.227131801,0,20.0
MCTS50,K,21,4,0.078059401,0,31.0
MCTS0_100,K,21,4,0.456821601,0,23.0
MCTS100,K,21,4,0.1565496,0,31.0
MCTS0_200,K,21,4,1.2995831,0,23.0
MCTS200,K,21,4,0.7519123,0,27.0
PL1,K,21,5,0.2529616,0,49.0
MCTS0_10,K,21,5,0.041942501,0,25.0
MCTS10,K,21,5,0.0290134,0,39.0
MCTS0_20,K,21,5,0.0757637,0,22.0
MCTS20,K,21,5,0.0328861,0,38.0
MCTS0_50,K,21,5,0.162881601,0,30.0
MCTS50,K,21,5,0.0831177,0,39.0
MCTS0_100,K,21,5,0.4411459,0,27.0
MCTS100,K,21,5,0.169553499,0,40.0
MCTS0_200,K,21,5,0.933106099,0,38.0
MCTS200,K,21,5,0.381417099,0,40.0
PL1,K,23,1,0.1599143,0,53.0
MCTS0_10,K,23,1,0.039236299,0,22.0
MCTS10,K,23,1,0.0167799,0,45.0
MCTS0_20,K,23,1,0.109378301,0,31.0
MCTS20,K,23,1,0.040712299,0,49.0
MCTS0_50,K,23,1,0.182358001,0,29.0
MCTS50,K,23,1,0.200987501,0,46.0
MCTS0_100,K,23,1,0.505753201,0,34.0
MCTS100,K,23,1,0.197258699,0,50.0
MCTS0_200,K,23,1,1.2164473,0,42.0
MCTS200,K,23,1,0.356509801,0,46.0
PL1,K,23,2,0.103154701,0,54.0
MCTS0_10,K,23,2,0.0411989,0,33.0
MCTS10,K,23,2,0.0185474,0,47.0
MCTS0_20,K,23,2,0.086913899,0,29.0
MCTS20,K,23,2,0.0389186,0,41.0
MCTS0_50,K,23,2,0.2324713,0,30.0
MCTS50,K,23,2,0.094944199,0,47.0
MCTS0_100,K,23,2,0.6618022,0,33.0
MCTS100,K,23,2,0.177366899,0,47.0
MCTS0_200,K,23,2,1.316685999,0,37.0
MCTS200,K,23,2,0.363716,0,48.0
PL1,K,23,3,0.0354026,0,42.0
MCTS0_10,K,23,3,0.037963601,0,24.0
MCTS10,K,23,3,0.022438801,0,37.0
MCTS0_20,K,23,3,0.067586399,0,22.0
MCTS20,K,23,3,0.036526699,0,38.0
MCTS0_50,K,23,3,0.2437713,0,28.0
MCTS50,K,23,3,0.100993699,0,41.0
MCTS0_100,K,23,3,0.5375413,0,27.0
MCTS100,K,23,3,0.399563101,0,38.0
MCTS0_200,K,23,3,1.209588601,0,36.0
MCTS200,K,23,3,0.755685499,0,38.0
PL1,K,23,4,0.186586801,0,39.0
MCTS0_10,K,23,4,0.0320426,0,22.0
MCTS10,K,23,4,0.0206768,0,32.0
MCTS0_20,K,23,4,0.079743301,0,24.0
MCTS20,K,23,4,0.039315501,0,30.0
MCTS0_50,K,23,4,0.199619801,0,26.0
MCTS50,K,23,4,0.103021001,0,32.0
MCTS0_100,K,23,4,0.6354121,0,26.0
MCTS100,K,23,4,0.168559701,0,32.0
MCTS0_200,K,23,4,0.964995101,0,29.0
MCTS200,K,23,4,0.3468458,0,36.0
PL1,K,23,5,0.4910403,0,45.0
MCTS0_10,K,23,5,0.035036501,0,24.0
MCTS10,K,23,5,0.019778201,0,38.0
MCTS0_20,K,23,5,0.067283601,0,23.0
MCTS20,K,23,5,0.0361475,0,39.0
MCTS0_50,K,23,5,0.195172399,0,30.0
MCTS50,K,23,5,0.086985499,0,39.0
MCTS0_100,K,23,5,0.655893599,0,28.0
MCTS100,K,23,5,0.2805225,0,36.0
MCTS0_200,K,23,5,1.260608101,0,30.0
MCTS200,K,23,5,0.366152499,0,38.0
PL1,K,25,1,0.2119921,0,49.0
MCTS0_10,K,25,1,0.026063401,0,29.0
MCTS10,K,25,1,0.0186061,0,37.0
MCTS0_20,K,25,1,0.0742643,0,29.0
MCTS20,K,25,1,0.048674299,0,43.0
MCTS0_50,K,25,1,0.181363799,0,28.0
MCTS50,K,25,1,0.094293799,0,45.0
MCTS0_100,K,25,1,0.4310314,0,29.0
MCTS100,K,25,1,0.183923499,0,46.0
MCTS0_200,K,25,1,1.149678799,0,31.0
MCTS200,K,25,1,0.4533694,0,46.0
PL1,K,25,2,0.4065158,0,51.99999999999999
MCTS0_10,K,25,2,0.0497665,0,28.0
MCTS10,K,25,2,0.019285,0,45.0
MCTS0_20,K,25,2,0.1034016,0,30.0
MCTS20,K,25,2,0.036993501,0,41.0
MCTS0_50,K,25,2,0.2535013,0,25.0
MCTS50,K,25,2,0.1912706,0,41.0
MCTS0_100,K,25,2,0.4971927,0,29.0
MCTS100,K,25,2,0.229481501,0,41.0
MCTS0_200,K,25,2,1.510565799,0,32.0
MCTS200,K,25,2,0.5254302,0,41.0
PL1,K,25,3,0.1586332,0,54.00000000000004
MCTS0_10,K,25,3,0.0342277,0,17.0
MCTS10,K,25,3,0.021517599,0,43.0
MCTS0_20,K,25,3,0.0702782,0,26.0
MCTS20,K,25,3,0.039743,0,43.0
MCTS0_50,K,25,3,0.2756695,0,30.0
MCTS50,K,25,3,0.0921659,0,43.0
MCTS0_100,K,25,3,0.4305863,0,32.0
MCTS100,K,25,3,0.1996699,0,43.0
MCTS0_200,K,25,3,1.2333611,0,41.0
MCTS200,K,25,3,0.392042,0,44.0
PL1,K,25,4,0.4848796,0,41.0
MCTS0_10,K,25,4,0.0410836,0,19.0
MCTS10,K,25,4,0.0212629,0,34.0
MCTS0_20,K,25,4,0.0920294,0,20.0
MCTS20,K,25,4,0.049245,0,32.0
MCTS0_50,K,25,4,0.251575,0,26.0
MCTS50,K,25,4,0.1064991,0,33.0
MCTS0_100,K,25,4,0.632045501,0,25.0
MCTS100,K,25,4,0.207534099,0,34.0
MCTS0_200,K,25,4,1.2113803,0,28.0
MCTS200,K,25,4,0.8350676,0,34.0
PL1,K,25,5,0.264615301,0,48.00000000000001
MCTS0_10,K,25,5,0.038762,0,18.0
MCTS10,K,25,5,0.0436039,0,42.0
MCTS0_20,K,25,5,0.0840043,0,24.0
MCTS20,K,25,5,0.057574599,0,43.0
MCTS0_50,K,25,5,0.2290377,0,22.0
MCTS50,K,25,5,0.3307936,0,41.0
MCTS0_100,K,25,5,0.930785901,0,32.0
MCTS100,K,25,5,0.2899121,0,43.0
MCTS0_200,K,25,5,1.5322998,0,35.0
MCTS200,K,25,5,0.8137389,0,43.0
PL1,K,27,1,0.017736099,0,35.0
MCTS0_10,K,27,1,0.048621801,0,25.0
MCTS10,K,27,1,0.026703601,0,34.0
MCTS0_20,K,27,1,0.077934699,0,29.0
MCTS20,K,27,1,0.046933601,0,34.0
MCTS0_50,K,27,1,0.333824699,0,30.0
MCTS50,K,27,1,0.106035,0,34.0
MCTS0_100,K,27,1,0.6855655,0,32.0
MCTS100,K,27,1,0.427204901,0,35.0
MCTS0_200,K,27,1,1.439454801,0,32.0
MCTS200,K,27,1,0.846524001,0,34.0
PL1,K,27,2,0.103650601,0,48.0
MCTS0_10,K,27,2,0.0424653,0,19.0
MCTS10,K,27,2,0.021222701,0,44.0
MCTS0_20,K,27,2,0.096022,0,24.0
MCTS20,K,27,2,0.048673501,0,43.0
MCTS0_50,K,27,2,0.327549801,0,26.0
MCTS50,K,27,2,0.1322877,0,45.0
MCTS0_100,K,27,2,0.6288558,0,28.0
MCTS100,K,27,2,0.323169299,0,44.0
MCTS0_200,K,27,2,1.3361688,0,27.0
MCTS200,K,27,2,0.408464501,0,43.0
PL1,K,27,3,0.347187,0,53.000000000000014
MCTS0_10,K,27,3,0.0262975,0,20.0
MCTS10,K,27,3,0.024296101,0,45.0
MCTS0_20,K,27,3,0.0903882,0,22.0
MCTS20,K,27,3,0.048216,0,42.0
MCTS0_50,K,27,3,0.236320501,0,23.0
MCTS50,K,27,3,0.1024186,0,39.0
MCTS0_100,K,27,3,0.536230299,0,26.0
MCTS100,K,27,3,0.204045399,0,39.0
MCTS0_200,K,27,3,1.1686735,0,29.0
MCTS200,K,27,3,0.387347999,0,39.0
PL1,K,27,4,0.4604773,0,54.00000000000003
MCTS0_10,K,27,4,0.0459745,0,30.0
MCTS10,K,27,4,0.0483374,0,47.0
MCTS0_20,K,27,4,0.1070367,0,26.0
MCTS20,K,27,4,0.037612199,0,45.0
MCTS0_50,K,27,4,0.2497958,0,33.0
MCTS50,K,27,4,0.097517199,0,45.0
MCTS0_100,K,27,4,0.5994141,0,34.0
MCTS100,K,27,4,0.4557268,0,46.0
MCTS0_200,K,27,4,1.319926399,0,39.0
MCTS200,K,27,4,0.445458999,0,46.0
PL1,K,27,5,0.4398023,0,54.0
MCTS0_10,K,27,5,0.034000899,0,29.0
MCTS10,K,27,5,0.042551299,0,42.0
MCTS0_20,K,27,5,0.087103499,0,33.0
MCTS20,K,27,5,0.0625239,0,44.0
MCTS0_50,K,27,5,0.2408101,0,35.0
MCTS50,K,27,5,0.105304601,0,45.0
MCTS0_100,K,27,5,0.6289073,0,34.0
MCTS100,K,27,5,0.481847099,0,42.0
MCTS0_200,K,27,5,1.5034394,0,38.0
MCTS200,K,27,5,0.4993058,0,44.0
PL1,K,29,1,0.092770099,0,55.0
MCTS0_10,K,29,1,0.0370457,0,29.0
MCTS10,K,29,1,0.0551819,0,47.0
MCTS0_20,K,29,1,0.096350899,0,29.0
MCTS20,K,29,1,0.047557899,0,41.0
MCTS0_50,K,29,1,0.2551049,0,28.0
MCTS50,K,29,1,0.1288308,0,48.0
MCTS0_100,K,29,1,0.6821636,0,34.0
MCTS100,K,29,1,0.257816801,0,47.0
MCTS0_200,K,29,1,1.373695001,0,43.0
MCTS200,K,29,1,0.558552001,0,47.0
PL1,K,29,2,0.0599544,0,47.0
MCTS0_10,K,29,2,0.0379365,0,27.0
MCTS10,K,29,2,0.024723601,0,39.0
MCTS0_20,K,29,2,0.095973501,0,26.0
MCTS20,K,29,2,0.045473199,0,40.0
MCTS0_50,K,29,2,0.2568979,0,27.0
MCTS50,K,29,2,0.123183999,0,39.0
MCTS0_100,K,29,2,0.6012047,0,37.0
MCTS100,K,29,2,0.2443111,0,40.0
MCTS0_200,K,29,2,1.3583861,0,34.0
MCTS200,K,29,2,0.511798901,0,41.0
PL1,K,29,3,0.0786714,0,58.0
MCTS0_10,K,29,3,0.044010501,0,23.0
MCTS10,K,29,3,0.0472852,0,42.0
MCTS0_20,K,29,3,0.081022701,0,25.0
MCTS20,K,29,3,0.052136001,0,38.0
MCTS0_50,K,29,3,0.259053601,0,27.0
MCTS50,K,29,3,0.121800601,0,45.0
MCTS0_100,K,29,3,0.6852197,0,29.0
MCTS100,K,29,3,0.2187367,0,54.0
MCTS0_200,K,29,3,1.4725328,0,39.0
MCTS200,K,29,3,0.4287098,0,52.0
PL1,K,29,4,0.215273901,0,57.0
MCTS0_10,K,29,4,0.048784399,0,24.0
MCTS10,K,29,4,0.0217781,0,51.0
MCTS0_20,K,29,4,0.081799001,0,32.0
MCTS20,K,29,4,0.0482962,0,41.0
MCTS0_50,K,29,4,0.2633615,0,35.0
MCTS50,K,29,4,0.114311401,0,44.0
